model,outlier_count_csv,n_outliers_parsed,n_graph_distance_defined,n_graph_distance_missing,outliers_missing_graph_distance,mean_graph_distance_to_outliers
dicta-il/dictalm2.0,44,44,0,44,Nexusflow/Starling-LM-7B-beta | mlabonne/Marcoro14-7B-slerp | shadowml/WestBeagle-7B | argilla/distilabeled-Marcoro14-7B-slerp | shadowml/BeagSake-7B | HuggingFaceH4/zephyr-7b-beta | mlabonne/Beagle14-7B | mistralai/Mistral-7B-v0.1 | shadowml/BeagleSempra-7B | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/NeuralBeagle14-7B | CorticalStack/pastiche-crown-clown-7b-dare | mlabonne/OmniBeagle-7B | berkeley-nest/Starling-LM-7B-alpha | FelixChao/Sectumsempra-7B-DPO | CorticalStack/pastiche-crown-clown-7b-dare-dpo | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | AiMavenAi/AiMaven-Prometheus | flemmingmiguel/MBX-7B-v3 | BioMistral/BioMistral-7B | bardsai/jaskier-7b-dpo-v5.6 | CultriX/NeuralTrix-7B-dpo | SciPhi/SciPhi-Mistral-7B-32k | CultriX/NeuralTrix-bf16 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | Intel/neural-chat-7b-v3-3 | kevin009/llamaRAGdrama | BioMistral/BioMistral-7B-DARE | Intel/neural-chat-7b-v3-1 | mistralai/Mistral-7B-Instruct-v0.1 | Biomimicry-AI/ANIMA-Nectar-v2 | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama_v1.1 | lmsys/vicuna-7b-v1.5-16k | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.5 | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | deepseek-ai/deepseek-coder-1.3b-base,
dnotitia/Smoothie-Qwen3-1.7B,4,4,4,0,,4.5
dphn/Dolphin3.0-Llama3.1-8B,44,44,42,2,deepseek-ai/DeepSeek-R1-Distill-Llama-8B | S4nfs/Neeto-1.0-8b,
elyza/Llama-3-ELYZA-JP-8B,41,41,39,2,S4nfs/Neeto-1.0-8b | deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,45,45,17,28,kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | berkeley-nest/Starling-LM-7B-alpha | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | SciPhi/SciPhi-Mistral-7B-32k | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | Intel/neural-chat-7b-v3-1 | HuggingFaceH4/zephyr-7b-beta | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B | Biomimicry-AI/ANIMA-Nectar-v2 | PharMolix/BioMedGPT-LM-7B | deepseek-ai/deepseek-coder-1.3b-base | lmsys/vicuna-7b-v1.1 | lmsys/vicuna-7b-v1.5 | AdaptLLM/medicine-LLM | FelixChao/vicuna-7B-physics | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.5-16k | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama_v1.1_math_code | EleutherAI/polyglot-ko-3.8b,
fblgit/UNA-TheBeagle-7b-v1,45,45,17,28,kevin009/llamaRAGdrama | mistralai/Mistral-7B-v0.1 | berkeley-nest/Starling-LM-7B-alpha | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-3 | Intel/neural-chat-7b-v3-1 | HuggingFaceH4/zephyr-7b-beta | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | SciPhi/SciPhi-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B | Biomimicry-AI/ANIMA-Nectar-v2 | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | deepseek-ai/deepseek-coder-1.3b-base | lmsys/vicuna-7b-v1.5 | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-physics | AdaptLLM/medicine-LLM | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code | EleutherAI/polyglot-ko-3.8b | TinyLlama/TinyLlama-1.1B-Chat-v0.5,
flemmingmiguel/MBX-7B-v3,43,43,17,26,kevin009/llamaRAGdrama | berkeley-nest/Starling-LM-7B-alpha | Nexusflow/Starling-LM-7B-beta | mistralai/Mistral-7B-v0.1 | Intel/neural-chat-7b-v3-3 | Intel/neural-chat-7b-v3-1 | SciPhi/SciPhi-Mistral-7B-32k | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | HuggingFaceH4/zephyr-7b-beta | BioMistral/BioMistral-7B | mistralai/Mistral-7B-Instruct-v0.1 | Biomimicry-AI/ANIMA-Nectar-v2 | dicta-il/dictalm2.0 | deepseek-ai/deepseek-coder-1.3b-base | lmsys/vicuna-7b-v1.1 | AdaptLLM/medicine-LLM | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.5-16k | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.5 | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code,
fluently/FluentlyQwen3-1.7B,32,32,31,1,beyoru/Luna,
google/gemma-2-2b-it,4,4,4,0,,3.5
google/gemma-2-2b-jpn-it,4,4,4,0,,4.25
google/gemma-2b-it,3,3,3,0,,11.333333
google/gemma-3-1b-it,0,0,0,0,,
google/gemma-3-1b-pt,61,61,5,56,adamo1139/Apertus-8B-Instruct-2509-ungated | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | bigscience/bloomz-560m | bigscience/bloom-560m | bigscience/bloomz-1b1 | bigscience/bloomz-1b7 | 01-ai/Yi-6B-200K | 01-ai/Yi-6B | CultriX/NeuralTrix-bf16 | CultriX/NeuralTrix-7B-dpo | kevin009/llamaRAGdrama | dicta-il/dictalm2.0 | Biomimicry-AI/ANIMA-Nectar-v2 | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | CorticalStack/pastiche-crown-clown-7b-dare-dpo | fblgit/UNA-TheBeagle-7b-v1 | CorticalStack/pastiche-crown-clown-7b-dare | mistralai/Mistral-7B-Instruct-v0.1 | flemmingmiguel/MBX-7B-v3 | 01-ai/Yi-6B-Chat | AiMavenAi/AiMaven-Prometheus | BioMistral/BioMistral-7B | SciPhi/SciPhi-Mistral-7B-32k | mlabonne/OmniBeagle-7B | berkeley-nest/Starling-LM-7B-alpha | mlabonne/Beagle14-7B | shadowml/BeagSake-7B | BioMistral/BioMistral-7B-DARE | TinyLlama/TinyLlama_v1.1 | shadowml/WestBeagle-7B | shadowml/BeagleSempra-7B | mlabonne/NeuralBeagle14-7B | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | FelixChao/Sectumsempra-7B-DPO | argilla/distilabeled-Marcoro14-7B-slerp | Nexusflow/Starling-LM-7B-beta | mlabonne/Marcoro14-7B-slerp | HuggingFaceH4/zephyr-7b-beta | Intel/neural-chat-7b-v3-1 | mistralai/Mistral-7B-v0.1 | Intel/neural-chat-7b-v3-3 | FelixChao/vicuna-7B-chemical | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.5 | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.1 | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.5-16k | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | Qwen/Qwen2.5-Math-7B-Instruct | ChrisMcCormick/deepseek-tiny-v0.1,
google/gemma-3-270m,62,62,5,57,adamo1139/Apertus-8B-Instruct-2509-ungated | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | bigscience/bloomz-560m | bigscience/bloomz-1b1 | bigscience/bloomz-1b7 | bigscience/bloom-560m | 01-ai/Yi-6B-200K | 01-ai/Yi-6B | CultriX/NeuralTrix-bf16 | CultriX/NeuralTrix-7B-dpo | mistralai/Mistral-7B-Instruct-v0.1 | CorticalStack/pastiche-crown-clown-7b-dare-dpo | TinyLlama/TinyLlama_v1.1 | Biomimicry-AI/ANIMA-Nectar-v2 | BioMistral/BioMistral-7B-DARE | fblgit/UNA-TheBeagle-7b-v1 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | bardsai/jaskier-7b-dpo-v5.6 | CorticalStack/pastiche-crown-clown-7b-dare | kevin009/llamaRAGdrama | mlabonne/OmniBeagle-7B | SciPhi/SciPhi-Mistral-7B-32k | flemmingmiguel/MBX-7B-v3 | mlabonne/NeuralBeagle14-7B | AiMavenAi/AiMaven-Prometheus | dicta-il/dictalm2.0 | 01-ai/Yi-6B-Chat | mlabonne/Beagle14-7B | BioMistral/BioMistral-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B | FelixChao/Sectumsempra-7B-DPO | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | berkeley-nest/Starling-LM-7B-alpha | HuggingFaceH4/zephyr-7b-beta | argilla/distilabeled-Marcoro14-7B-slerp | Intel/neural-chat-7b-v3-3 | mlabonne/Marcoro14-7B-slerp | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-1 | mistralai/Mistral-7B-v0.1 | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-chemical | PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.1 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | lmsys/vicuna-7b-v1.5 | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen2.5-Math-7B-Instruct | ChrisMcCormick/deepseek-tiny-v0.1,
google/gemma-3-4b-it,59,59,5,54,adamo1139/Apertus-8B-Instruct-2509-ungated | bigscience/bloom-560m | bigscience/bloomz-1b1 | bigscience/bloomz-560m | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | mistralai/Mistral-7B-Instruct-v0.1 | CultriX/NeuralTrix-7B-dpo | bardsai/jaskier-7b-dpo-v5.6 | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-bf16 | BioMistral/BioMistral-7B-DARE | kevin009/llamaRAGdrama | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | CorticalStack/pastiche-crown-clown-7b-dare | 01-ai/Yi-6B-Chat | flemmingmiguel/MBX-7B-v3 | mlabonne/NeuralBeagle14-7B | AiMavenAi/AiMaven-Prometheus | Biomimicry-AI/ANIMA-Nectar-v2 | fblgit/UNA-TheBeagle-7b-v1 | 01-ai/Yi-6B | mlabonne/Beagle14-7B | mlabonne/OmniBeagle-7B | argilla/distilabeled-Marcoro14-7B-slerp | HuggingFaceH4/zephyr-7b-beta | shadowml/BeagleSempra-7B | shadowml/BeagSake-7B | shadowml/WestBeagle-7B | mlabonne/Marcoro14-7B-slerp | FelixChao/Sectumsempra-7B-DPO | Intel/neural-chat-7b-v3-3 | TinyLlama/TinyLlama_v1.1 | Intel/neural-chat-7b-v3-1 | berkeley-nest/Starling-LM-7B-alpha | BioMistral/BioMistral-7B | mistralai/Mistral-7B-v0.1 | SciPhi/SciPhi-Mistral-7B-32k | dicta-il/dictalm2.0 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | Nexusflow/Starling-LM-7B-beta | lmsys/vicuna-7b-v1.5 | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | FelixChao/vicuna-7B-physics | 01-ai/Yi-6B-200K | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.1 | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | Qwen/Qwen2.5-Math-7B-Instruct,
google/gemma-3-4b-pt,60,60,6,54,adamo1139/Apertus-8B-Instruct-2509-ungated | bigscience/bloom-560m | bigscience/bloomz-1b1 | bigscience/bloomz-560m | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | mistralai/Mistral-7B-Instruct-v0.1 | 01-ai/Yi-6B | CultriX/NeuralTrix-bf16 | Biomimicry-AI/ANIMA-Nectar-v2 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | CultriX/NeuralTrix-7B-dpo | kevin009/llamaRAGdrama | CorticalStack/pastiche-crown-clown-7b-dare-dpo | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | CorticalStack/pastiche-crown-clown-7b-dare | 01-ai/Yi-6B-200K | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | AiMavenAi/AiMaven-Prometheus | HuggingFaceH4/zephyr-7b-beta | Intel/neural-chat-7b-v3-1 | mlabonne/NeuralBeagle14-7B | mlabonne/Beagle14-7B | berkeley-nest/Starling-LM-7B-alpha | SciPhi/SciPhi-Mistral-7B-32k | 01-ai/Yi-6B-Chat | mlabonne/OmniBeagle-7B | TinyLlama/TinyLlama_v1.1 | Nexusflow/Starling-LM-7B-beta | BioMistral/BioMistral-7B-DARE | shadowml/WestBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | mlabonne/Marcoro14-7B-slerp | argilla/distilabeled-Marcoro14-7B-slerp | dicta-il/dictalm2.0 | FelixChao/Sectumsempra-7B-DPO | BioMistral/BioMistral-7B | Intel/neural-chat-7b-v3-3 | mistralai/Mistral-7B-v0.1 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | lmsys/vicuna-7b-v1.5-16k | lmsys/vicuna-7b-v1.1 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | FelixChao/vicuna-7B-chemical | lmsys/vicuna-7b-v1.5 | FelixChao/vicuna-7B-physics | AdaptLLM/medicine-LLM | PharMolix/BioMedGPT-LM-7B | Qwen/Qwen2.5-Math-7B-Instruct,
gradientai/Llama-3-8B-Instruct-262k,9,9,8,1,S4nfs/Neeto-1.0-8b,
huihui-ai/Huihui-Jan-v1-4B-abliterated,42,42,39,3,beyoru/Luna | allura-org/Koto-Small-7B-PT | XiaomiMiMo/MiMo-7B-Base,
inference-net/Schematron-3B,28,28,28,0,,1.964286
janhq/Jan-v1-4B,46,46,43,3,beyoru/Luna | XiaomiMiMo/MiMo-7B-Base | allura-org/Koto-Small-7B-PT,
janhq/Jan-v1-edge,40,40,39,1,beyoru/Luna,
jiawei-ucas/Qwen-2.5-7B-ConsistentChat,38,38,35,3,XiaomiMiMo/MiMo-7B-Base | beyoru/Luna | allura-org/Koto-Small-7B-PT,
kevin009/llamaRAGdrama,45,45,0,45,flemmingmiguel/MBX-7B-v3 | AiMavenAi/AiMaven-Prometheus | bardsai/jaskier-7b-dpo-v5.6 | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | FelixChao/Sectumsempra-7B-DPO | mlabonne/NeuralBeagle14-7B | CultriX/NeuralTrix-7B-dpo | shadowml/BeagleSempra-7B | shadowml/BeagSake-7B | CultriX/NeuralTrix-bf16 | argilla/distilabeled-Marcoro14-7B-slerp | shadowml/WestBeagle-7B | mlabonne/OmniBeagle-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/Beagle14-7B | fblgit/UNA-TheBeagle-7b-v1 | berkeley-nest/Starling-LM-7B-alpha | mistralai/Mistral-7B-v0.1 | Intel/neural-chat-7b-v3-3 | Nexusflow/Starling-LM-7B-beta | Intel/neural-chat-7b-v3-1 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | SciPhi/SciPhi-Mistral-7B-32k | HuggingFaceH4/zephyr-7b-beta | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | PharMolix/BioMedGPT-LM-7B | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.5 | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.5-16k | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | EleutherAI/polyglot-ko-3.8b | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code,
lmsys/vicuna-7b-v1.1,44,44,4,40,AdaptLLM/medicine-LLM | PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama_v1.1_math_code | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | mistralai/Mistral-7B-Instruct-v0.1 | mistralai/Mistral-7B-v0.1 | SciPhi/SciPhi-Mistral-7B-32k | Intel/neural-chat-7b-v3-1 | BioMistral/BioMistral-7B-DARE | mlabonne/OmniBeagle-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B | Nexusflow/Starling-LM-7B-beta | shadowml/BeagSake-7B | FelixChao/Sectumsempra-7B-DPO | mlabonne/Marcoro14-7B-slerp | BioMistral/BioMistral-7B | HuggingFaceH4/zephyr-7b-beta | argilla/distilabeled-Marcoro14-7B-slerp | Biomimicry-AI/ANIMA-Nectar-v2 | Intel/neural-chat-7b-v3-3 | CorticalStack/pastiche-crown-clown-7b-dare | CultriX/NeuralTrix-bf16 | kevin009/llamaRAGdrama | AiMavenAi/AiMaven-Prometheus | CorticalStack/pastiche-crown-clown-7b-dare-dpo | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | berkeley-nest/Starling-LM-7B-alpha | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | mlabonne/NeuralBeagle14-7B | bardsai/jaskier-7b-dpo-v5.6 | mlabonne/Beagle14-7B | CultriX/NeuralTrix-7B-dpo | dicta-il/dictalm2.0 | deepseek-ai/deepseek-coder-1.3b-base,
lmsys/vicuna-7b-v1.5,44,44,4,40,PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code | mistralai/Mistral-7B-v0.1 | mistralai/Mistral-7B-Instruct-v0.1 | shadowml/BeagleSempra-7B | SciPhi/SciPhi-Mistral-7B-32k | BioMistral/BioMistral-7B-DARE | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | Intel/neural-chat-7b-v3-3 | BioMistral/BioMistral-7B | shadowml/WestBeagle-7B | Intel/neural-chat-7b-v3-1 | mlabonne/NeuralBeagle14-7B | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | fblgit/UNA-TheBeagle-7b-v1 | Nexusflow/Starling-LM-7B-beta | HuggingFaceH4/zephyr-7b-beta | AiMavenAi/AiMaven-Prometheus | argilla/distilabeled-Marcoro14-7B-slerp | mlabonne/Beagle14-7B | flemmingmiguel/MBX-7B-v3 | bardsai/jaskier-7b-dpo-v5.6 | FelixChao/Sectumsempra-7B-DPO | Biomimicry-AI/ANIMA-Nectar-v2 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | CultriX/NeuralTrix-bf16 | mlabonne/Marcoro14-7B-slerp | berkeley-nest/Starling-LM-7B-alpha | kevin009/llamaRAGdrama | CultriX/NeuralTrix-7B-dpo | dicta-il/dictalm2.0 | deepseek-ai/deepseek-coder-1.3b-base,
lmsys/vicuna-7b-v1.5-16k,45,45,4,41,PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | AdaptLLM/medicine-LLM | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code | mistralai/Mistral-7B-v0.1 | flemmingmiguel/MBX-7B-v3 | AiMavenAi/AiMaven-Prometheus | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | mlabonne/Beagle14-7B | shadowml/WestBeagle-7B | Nexusflow/Starling-LM-7B-beta | mlabonne/Marcoro14-7B-slerp | bardsai/jaskier-7b-dpo-v5.6 | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/OmniBeagle-7B | CorticalStack/pastiche-crown-clown-7b-dare | CorticalStack/pastiche-crown-clown-7b-dare-dpo | BioMistral/BioMistral-7B | SciPhi/SciPhi-Mistral-7B-32k | CultriX/NeuralTrix-7B-dpo | SciPhi/SciPhi-Self-RAG-Mistral-7B-32k | berkeley-nest/Starling-LM-7B-alpha | Intel/neural-chat-7b-v3-1 | mlabonne/NeuralBeagle14-7B | FelixChao/Sectumsempra-7B-DPO | CultriX/NeuralTrix-bf16 | argilla/distilabeled-Marcoro14-7B-slerp | Intel/neural-chat-7b-v3-3 | dicta-il/dictalm2.0 | BioMistral/BioMistral-7B-DARE | mistralai/Mistral-7B-Instruct-v0.1 | kevin009/llamaRAGdrama | HuggingFaceH4/zephyr-7b-beta | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | EleutherAI/polyglot-ko-3.8b,
meta-llama/Llama-3.1-8B-Instruct,39,39,38,1,S4nfs/Neeto-1.0-8b,
meta-llama/Llama-3.2-1B-Instruct,25,25,25,0,,1.0
meta-llama/Llama-3.2-3B-Instruct,30,30,30,0,,1.0
meta-llama/Llama-Guard-3-8B,30,30,30,0,,3.433333
meta-llama/Llama-3.1-8B,36,36,35,1,S4nfs/Neeto-1.0-8b,
microsoft/UserLM-8b,41,41,40,1,S4nfs/Neeto-1.0-8b,
mistralai/Mistral-7B-Instruct-v0.1,52,52,8,44,kevin009/llamaRAGdrama | Biomimicry-AI/ANIMA-Nectar-v2 | argilla/distilabeled-Marcoro14-7B-slerp | shadowml/WestBeagle-7B | shadowml/BeagSake-7B | mlabonne/NeuralBeagle14-7B | shadowml/BeagleSempra-7B | mlabonne/Marcoro14-7B-slerp | mlabonne/Beagle14-7B | mlabonne/OmniBeagle-7B | AiMavenAi/AiMaven-Prometheus | fblgit/UNA-TheBeagle-7b-v1 | flemmingmiguel/MBX-7B-v3 | FelixChao/Sectumsempra-7B-DPO | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | CultriX/NeuralTrix-7B-dpo | Nexusflow/Starling-LM-7B-beta | CorticalStack/pastiche-crown-clown-7b-dare | bardsai/jaskier-7b-dpo-v5.6 | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-bf16 | berkeley-nest/Starling-LM-7B-alpha | dicta-il/dictalm2.0 | TinyLlama/TinyLlama_v1.1 | lmsys/vicuna-7b-v1.5 | lmsys/vicuna-7b-v1.5-16k | FelixChao/vicuna-7B-chemical | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-physics | adamo1139/Apertus-8B-Instruct-2509-ungated | chatitcloud/UZI1 | google/gemma-3-1b-pt | google/gemma-3-270m | google/gemma-3-4b-it | google/gemma-3-4b-pt | nvidia/Llama-3.1-8B-Instruct-FP8 | swiss-ai/Apertus-8B-2509 | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | AdaptLLM/medicine-LLM | PharMolix/BioMedGPT-LM-7B | TinyLlama/TinyLlama_v1.1_math_code | deepseek-ai/deepseek-coder-1.3b-base,
mistralai/Mistral-7B-v0.1,45,45,8,37,mlabonne/Marcoro14-7B-slerp | argilla/distilabeled-Marcoro14-7B-slerp | mlabonne/Beagle14-7B | shadowml/WestBeagle-7B | fblgit/UNA-TheBeagle-7b-v1 | shadowml/BeagSake-7B | mlabonne/NeuralBeagle14-7B | shadowml/BeagleSempra-7B | FelixChao/Sectumsempra-7B-DPO | AiMavenAi/AiMaven-Prometheus | flemmingmiguel/MBX-7B-v3 | kevin009/llamaRAGdrama | mlabonne/OmniBeagle-7B | Nexusflow/Starling-LM-7B-beta | CorticalStack/pastiche-crown-clown-7b-dare | bardsai/jaskier-7b-dpo-v5.6 | eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO | berkeley-nest/Starling-LM-7B-alpha | CorticalStack/pastiche-crown-clown-7b-dare-dpo | CultriX/NeuralTrix-7B-dpo | CultriX/NeuralTrix-bf16 | dicta-il/dictalm2.0 | Biomimicry-AI/ANIMA-Nectar-v2 | deepseek-ai/deepseek-coder-1.3b-base | PharMolix/BioMedGPT-LM-7B | lmsys/vicuna-7b-v1.1 | FelixChao/vicuna-7B-chemical | FelixChao/vicuna-7B-physics | lmsys/vicuna-7b-v1.5-16k | AdaptLLM/medicine-LLM | lmsys/vicuna-7b-v1.5 | TinyLlama/TinyLlama-1.1B-Chat-v1.0 | TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T | TinyLlama/TinyLlama-1.1B-Chat-v0.5 | EleutherAI/polyglot-ko-3.8b | TinyLlama/TinyLlama_v1.1 | TinyLlama/TinyLlama_v1.1_math_code,
