model,outlier,graph_distance
llama31_8b_instruct_q4_1,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q4_1,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q4_1,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q4_1,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q4_1,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q4_1,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q4_1,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q4_1,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q4_k_m,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q4_k_m,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q4_k_m,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q4_k_m,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q4_k_m,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q4_k_m,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q4_k_m,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q4_k_m,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q4_k_s,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q4_k_s,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q4_k_s,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q4_k_s,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q4_k_s,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q4_k_s,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q4_k_s,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q4_k_s,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q4_k_s,elyza/Llama-3-ELYZA-JP-8B,12.0
llama31_8b_instruct_q4_k_s,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q4_k_s,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q4_k_s,nvidia/OpenMath2-Llama3.1-8B,3.0
llama31_8b_instruct_q4_k_s,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_q4_k_s,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_bf16,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_bf16,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_bf16,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_bf16,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_bf16,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_bf16,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_bf16,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_bf16,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_bf16,microsoft/UserLM-8b,3.0
llama31_8b_instruct_bf16,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_bf16,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_bf16,elyza/Llama-3-ELYZA-JP-8B,12.0
llama31_8b_instruct_bf16,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_bf16,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_bf16,nvidia/OpenMath2-Llama3.1-8B,3.0
llama31_8b_instruct_bf16,dphn/Dolphin3.0-Llama3.1-8B,3.0
llama31_8b_instruct_bf16,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
llama31_8b_instruct_bf16,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_bf16,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_bf16,llama32_3b_instruct_q2_k,
llama31_8b_instruct_bf16,llama32_3b_instruct_q2_k_l,
llama31_8b_instruct_bf16,llama32_3b_instruct_q3_k_s,
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q5_k_m,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q5_k_m,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q5_k_m,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q5_k_m,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q5_k_m,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q5_k_m,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q5_k_m,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q5_k_m,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q5_k_m,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q5_k_m,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_q5_k_m,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q5_k_s,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q5_k_s,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q5_k_s,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q5_k_s,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q5_k_s,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q5_k_s,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q5_k_s,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q5_k_s,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q5_k_s,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q6_k,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q6_k,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q6_k,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q6_k,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q6_k,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q6_k,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q6_k,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q6_k,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_iq1_m,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_iq1_m,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_iq1_m,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_iq1_m,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_iq1_m,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_iq1_m,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_iq1_m,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_iq1_s,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_iq1_s,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_iq1_s,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_iq1_s,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_iq1_s,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_iq1_s,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_iq1_s,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_iq1_s,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_iq1_s,microsoft/UserLM-8b,3.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_iq2_m,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_iq2_m,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_iq2_m,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_iq2_m,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_iq2_m,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_iq2_m,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_iq2_m,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_iq2_m,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_iq2_m,microsoft/UserLM-8b,3.0
llama31_8b_instruct_iq2_m,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_iq2_m,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_iq2_m,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_iq2_m,NousResearch/Hermes-3-Llama-3.1-8B,3.0
llama31_8b_instruct_iq2_m,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_iq2_m,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_iq2_m,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_iq2_xxs,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_iq4_xs,2.0
