model1,model2,graph_distance
bigscience/bloomz-1b1,shadowml/BeagSake-7B,
bigscience/bloomz-1b1,shadowml/BeagleSempra-7B,
bigscience/bloomz-1b1,shadowml/WestBeagle-7B,
bigscience/bloomz-1b1,swiss-ai/Apertus-8B-2509,
bigscience/bloomz-1b1,unsloth/Llama-3.1-8B,
bigscience/bloomz-1b1,unsloth/Llama-3.2-1B-Instruct,
bigscience/bloomz-1b1,unsloth/Llama-3.2-3B-Instruct,
bigscience/bloomz-1b1,unsloth/Meta-Llama-3.1-8B-Instruct,
bigscience/bloomz-1b1,unsloth/Qwen2.5-0.5B-Instruct,
bigscience/bloomz-1b1,unsloth/Qwen2.5-1.5B,
bigscience/bloomz-1b1,unsloth/Qwen2.5-1.5B-Instruct,
bigscience/bloomz-1b1,unsloth/Qwen2.5-Math-1.5B,
bigscience/bloomz-1b7,bigscience/bloomz-560m,10.0
bigscience/bloomz-1b7,bxod/Llama-3.2-1B-Instruct-uz,
bigscience/bloomz-1b7,chatitcloud/UZI1,
bigscience/bloomz-1b7,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
bigscience/bloomz-1b7,continuedev/instinct,
bigscience/bloomz-1b7,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
bigscience/bloomz-1b7,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
bigscience/bloomz-1b7,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
bigscience/bloomz-1b7,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,
bigscience/bloomz-1b7,deepseek-ai/deepseek-coder-1.3b-base,
bigscience/bloomz-1b7,dicta-il/dictalm2.0,
bigscience/bloomz-1b7,dnotitia/Smoothie-Qwen3-1.7B,
bigscience/bloomz-1b7,dphn/Dolphin3.0-Llama3.1-8B,
bigscience/bloomz-1b7,elyza/Llama-3-ELYZA-JP-8B,
bigscience/bloomz-1b7,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
bigscience/bloomz-1b7,fblgit/UNA-TheBeagle-7b-v1,
bigscience/bloomz-1b7,flemmingmiguel/MBX-7B-v3,
bigscience/bloomz-1b7,fluently/FluentlyQwen3-1.7B,
bigscience/bloomz-1b7,google/gemma-2-2b-it,
bigscience/bloomz-1b7,google/gemma-2-2b-jpn-it,
bigscience/bloomz-1b7,google/gemma-2b-it,
bigscience/bloomz-1b7,google/gemma-3-1b-it,
bigscience/bloomz-1b7,google/gemma-3-1b-pt,
bigscience/bloomz-1b7,google/gemma-3-270m,
bigscience/bloomz-1b7,google/gemma-3-4b-it,
bigscience/bloomz-1b7,google/gemma-3-4b-pt,
bigscience/bloomz-1b7,gradientai/Llama-3-8B-Instruct-262k,
bigscience/bloomz-1b7,huihui-ai/Huihui-Jan-v1-4B-abliterated,
bigscience/bloomz-1b7,inference-net/Schematron-3B,
bigscience/bloomz-1b7,janhq/Jan-v1-4B,
bigscience/bloomz-1b7,janhq/Jan-v1-edge,
bigscience/bloomz-1b7,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,
bigscience/bloomz-1b7,kevin009/llamaRAGdrama,
bigscience/bloomz-1b7,lmsys/vicuna-7b-v1.1,
bigscience/bloomz-1b7,lmsys/vicuna-7b-v1.5,
bigscience/bloomz-1b7,lmsys/vicuna-7b-v1.5-16k,
bigscience/bloomz-1b7,meta-llama/Llama-3.1-8B-Instruct,
bigscience/bloomz-1b7,meta-llama/Llama-3.2-1B-Instruct,
bigscience/bloomz-1b7,meta-llama/Llama-3.2-3B-Instruct,
bigscience/bloomz-1b7,meta-llama/Llama-Guard-3-8B,
bigscience/bloomz-1b7,meta-llama/Llama-3.1-8B,
bigscience/bloomz-1b7,microsoft/UserLM-8b,
bigscience/bloomz-1b7,mistralai/Mistral-7B-Instruct-v0.1,
bigscience/bloomz-1b7,mistralai/Mistral-7B-v0.1,
bigscience/bloomz-1b7,mlabonne/Beagle14-7B,
bigscience/bloomz-1b7,mlabonne/Marcoro14-7B-slerp,
bigscience/bloomz-1b7,mlabonne/NeuralBeagle14-7B,
bigscience/bloomz-1b7,mlabonne/OmniBeagle-7B,
bigscience/bloomz-1b7,nvidia/Llama-3.1-8B-Instruct-FP8,
bigscience/bloomz-1b7,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
bigscience/bloomz-1b7,nvidia/OpenCodeReasoning-Nemotron-7B,
bigscience/bloomz-1b7,nvidia/OpenMath-Nemotron-1.5B,
bigscience/bloomz-1b7,nvidia/OpenMath2-Llama3.1-8B,
bigscience/bloomz-1b7,nvidia/OpenReasoning-Nemotron-1.5B,
bigscience/bloomz-1b7,shadowml/BeagSake-7B,
bigscience/bloomz-1b7,shadowml/BeagleSempra-7B,
bigscience/bloomz-1b7,shadowml/WestBeagle-7B,
bigscience/bloomz-1b7,swiss-ai/Apertus-8B-2509,
bigscience/bloomz-1b7,unsloth/Llama-3.1-8B,
bigscience/bloomz-1b7,unsloth/Llama-3.2-1B-Instruct,
bigscience/bloomz-1b7,unsloth/Llama-3.2-3B-Instruct,
bigscience/bloomz-1b7,unsloth/Meta-Llama-3.1-8B-Instruct,
bigscience/bloomz-1b7,unsloth/Qwen2.5-0.5B-Instruct,
bigscience/bloomz-1b7,unsloth/Qwen2.5-1.5B,
bigscience/bloomz-1b7,unsloth/Qwen2.5-1.5B-Instruct,
bigscience/bloomz-1b7,unsloth/Qwen2.5-Math-1.5B,
bigscience/bloomz-560m,bxod/Llama-3.2-1B-Instruct-uz,
bigscience/bloomz-560m,chatitcloud/UZI1,
bigscience/bloomz-560m,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
bigscience/bloomz-560m,continuedev/instinct,
bigscience/bloomz-560m,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
bigscience/bloomz-560m,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
bigscience/bloomz-560m,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
bigscience/bloomz-560m,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,
bigscience/bloomz-560m,deepseek-ai/deepseek-coder-1.3b-base,
bigscience/bloomz-560m,dicta-il/dictalm2.0,
bigscience/bloomz-560m,dnotitia/Smoothie-Qwen3-1.7B,
bigscience/bloomz-560m,dphn/Dolphin3.0-Llama3.1-8B,
bigscience/bloomz-560m,elyza/Llama-3-ELYZA-JP-8B,
bigscience/bloomz-560m,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
bigscience/bloomz-560m,fblgit/UNA-TheBeagle-7b-v1,
bigscience/bloomz-560m,flemmingmiguel/MBX-7B-v3,
bigscience/bloomz-560m,fluently/FluentlyQwen3-1.7B,
bigscience/bloomz-560m,google/gemma-2-2b-it,
bigscience/bloomz-560m,google/gemma-2-2b-jpn-it,
bigscience/bloomz-560m,google/gemma-2b-it,
bigscience/bloomz-560m,google/gemma-3-1b-it,
bigscience/bloomz-560m,google/gemma-3-1b-pt,
bigscience/bloomz-560m,google/gemma-3-270m,
bigscience/bloomz-560m,google/gemma-3-4b-it,
bigscience/bloomz-560m,google/gemma-3-4b-pt,
bigscience/bloomz-560m,gradientai/Llama-3-8B-Instruct-262k,
bigscience/bloomz-560m,huihui-ai/Huihui-Jan-v1-4B-abliterated,
bigscience/bloomz-560m,inference-net/Schematron-3B,
bigscience/bloomz-560m,janhq/Jan-v1-4B,
bigscience/bloomz-560m,janhq/Jan-v1-edge,
bigscience/bloomz-560m,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,
bigscience/bloomz-560m,kevin009/llamaRAGdrama,
bigscience/bloomz-560m,lmsys/vicuna-7b-v1.1,
bigscience/bloomz-560m,lmsys/vicuna-7b-v1.5,
bigscience/bloomz-560m,lmsys/vicuna-7b-v1.5-16k,
bigscience/bloomz-560m,meta-llama/Llama-3.1-8B-Instruct,
bigscience/bloomz-560m,meta-llama/Llama-3.2-1B-Instruct,
bigscience/bloomz-560m,meta-llama/Llama-3.2-3B-Instruct,
bigscience/bloomz-560m,meta-llama/Llama-Guard-3-8B,
bigscience/bloomz-560m,meta-llama/Llama-3.1-8B,
bigscience/bloomz-560m,microsoft/UserLM-8b,
bigscience/bloomz-560m,mistralai/Mistral-7B-Instruct-v0.1,
bigscience/bloomz-560m,mistralai/Mistral-7B-v0.1,
bigscience/bloomz-560m,mlabonne/Beagle14-7B,
bigscience/bloomz-560m,mlabonne/Marcoro14-7B-slerp,
bigscience/bloomz-560m,mlabonne/NeuralBeagle14-7B,
bigscience/bloomz-560m,mlabonne/OmniBeagle-7B,
bigscience/bloomz-560m,nvidia/Llama-3.1-8B-Instruct-FP8,
bigscience/bloomz-560m,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
bigscience/bloomz-560m,nvidia/OpenCodeReasoning-Nemotron-7B,
bigscience/bloomz-560m,nvidia/OpenMath-Nemotron-1.5B,
bigscience/bloomz-560m,nvidia/OpenMath2-Llama3.1-8B,
bigscience/bloomz-560m,nvidia/OpenReasoning-Nemotron-1.5B,
bigscience/bloomz-560m,shadowml/BeagSake-7B,
bigscience/bloomz-560m,shadowml/BeagleSempra-7B,
bigscience/bloomz-560m,shadowml/WestBeagle-7B,
bigscience/bloomz-560m,swiss-ai/Apertus-8B-2509,
bigscience/bloomz-560m,unsloth/Llama-3.1-8B,
bigscience/bloomz-560m,unsloth/Llama-3.2-1B-Instruct,
bigscience/bloomz-560m,unsloth/Llama-3.2-3B-Instruct,
bigscience/bloomz-560m,unsloth/Meta-Llama-3.1-8B-Instruct,
bigscience/bloomz-560m,unsloth/Qwen2.5-0.5B-Instruct,
bigscience/bloomz-560m,unsloth/Qwen2.5-1.5B,
bigscience/bloomz-560m,unsloth/Qwen2.5-1.5B-Instruct,
bigscience/bloomz-560m,unsloth/Qwen2.5-Math-1.5B,
bxod/Llama-3.2-1B-Instruct-uz,chatitcloud/UZI1,
bxod/Llama-3.2-1B-Instruct-uz,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
bxod/Llama-3.2-1B-Instruct-uz,continuedev/instinct,
bxod/Llama-3.2-1B-Instruct-uz,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
bxod/Llama-3.2-1B-Instruct-uz,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
bxod/Llama-3.2-1B-Instruct-uz,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
bxod/Llama-3.2-1B-Instruct-uz,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,
bxod/Llama-3.2-1B-Instruct-uz,deepseek-ai/deepseek-coder-1.3b-base,
bxod/Llama-3.2-1B-Instruct-uz,dicta-il/dictalm2.0,
bxod/Llama-3.2-1B-Instruct-uz,dnotitia/Smoothie-Qwen3-1.7B,
bxod/Llama-3.2-1B-Instruct-uz,dphn/Dolphin3.0-Llama3.1-8B,
bxod/Llama-3.2-1B-Instruct-uz,elyza/Llama-3-ELYZA-JP-8B,
bxod/Llama-3.2-1B-Instruct-uz,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
bxod/Llama-3.2-1B-Instruct-uz,fblgit/UNA-TheBeagle-7b-v1,
bxod/Llama-3.2-1B-Instruct-uz,flemmingmiguel/MBX-7B-v3,
bxod/Llama-3.2-1B-Instruct-uz,fluently/FluentlyQwen3-1.7B,
bxod/Llama-3.2-1B-Instruct-uz,google/gemma-2-2b-it,
bxod/Llama-3.2-1B-Instruct-uz,google/gemma-2-2b-jpn-it,
bxod/Llama-3.2-1B-Instruct-uz,google/gemma-2b-it,
bxod/Llama-3.2-1B-Instruct-uz,google/gemma-3-1b-it,
bxod/Llama-3.2-1B-Instruct-uz,google/gemma-3-1b-pt,
bxod/Llama-3.2-1B-Instruct-uz,google/gemma-3-270m,
bxod/Llama-3.2-1B-Instruct-uz,google/gemma-3-4b-it,
bxod/Llama-3.2-1B-Instruct-uz,google/gemma-3-4b-pt,
bxod/Llama-3.2-1B-Instruct-uz,gradientai/Llama-3-8B-Instruct-262k,
bxod/Llama-3.2-1B-Instruct-uz,huihui-ai/Huihui-Jan-v1-4B-abliterated,
bxod/Llama-3.2-1B-Instruct-uz,inference-net/Schematron-3B,12.0
bxod/Llama-3.2-1B-Instruct-uz,janhq/Jan-v1-4B,
bxod/Llama-3.2-1B-Instruct-uz,janhq/Jan-v1-edge,
bxod/Llama-3.2-1B-Instruct-uz,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,
bxod/Llama-3.2-1B-Instruct-uz,kevin009/llamaRAGdrama,
bxod/Llama-3.2-1B-Instruct-uz,lmsys/vicuna-7b-v1.1,
bxod/Llama-3.2-1B-Instruct-uz,lmsys/vicuna-7b-v1.5,
bxod/Llama-3.2-1B-Instruct-uz,lmsys/vicuna-7b-v1.5-16k,
bxod/Llama-3.2-1B-Instruct-uz,meta-llama/Llama-3.1-8B-Instruct,
bxod/Llama-3.2-1B-Instruct-uz,meta-llama/Llama-3.2-1B-Instruct,1.0
bxod/Llama-3.2-1B-Instruct-uz,meta-llama/Llama-3.2-3B-Instruct,11.0
bxod/Llama-3.2-1B-Instruct-uz,meta-llama/Llama-Guard-3-8B,
bxod/Llama-3.2-1B-Instruct-uz,meta-llama/Llama-3.1-8B,
bxod/Llama-3.2-1B-Instruct-uz,microsoft/UserLM-8b,
bxod/Llama-3.2-1B-Instruct-uz,mistralai/Mistral-7B-Instruct-v0.1,
bxod/Llama-3.2-1B-Instruct-uz,mistralai/Mistral-7B-v0.1,
bxod/Llama-3.2-1B-Instruct-uz,mlabonne/Beagle14-7B,
bxod/Llama-3.2-1B-Instruct-uz,mlabonne/Marcoro14-7B-slerp,
bxod/Llama-3.2-1B-Instruct-uz,mlabonne/NeuralBeagle14-7B,
bxod/Llama-3.2-1B-Instruct-uz,mlabonne/OmniBeagle-7B,
bxod/Llama-3.2-1B-Instruct-uz,nvidia/Llama-3.1-8B-Instruct-FP8,
bxod/Llama-3.2-1B-Instruct-uz,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
bxod/Llama-3.2-1B-Instruct-uz,nvidia/OpenCodeReasoning-Nemotron-7B,
bxod/Llama-3.2-1B-Instruct-uz,nvidia/OpenMath-Nemotron-1.5B,
bxod/Llama-3.2-1B-Instruct-uz,nvidia/OpenMath2-Llama3.1-8B,
bxod/Llama-3.2-1B-Instruct-uz,nvidia/OpenReasoning-Nemotron-1.5B,
bxod/Llama-3.2-1B-Instruct-uz,shadowml/BeagSake-7B,
bxod/Llama-3.2-1B-Instruct-uz,shadowml/BeagleSempra-7B,
bxod/Llama-3.2-1B-Instruct-uz,shadowml/WestBeagle-7B,
bxod/Llama-3.2-1B-Instruct-uz,swiss-ai/Apertus-8B-2509,
bxod/Llama-3.2-1B-Instruct-uz,unsloth/Llama-3.1-8B,
bxod/Llama-3.2-1B-Instruct-uz,unsloth/Llama-3.2-1B-Instruct,2.0
bxod/Llama-3.2-1B-Instruct-uz,unsloth/Llama-3.2-3B-Instruct,12.0
bxod/Llama-3.2-1B-Instruct-uz,unsloth/Meta-Llama-3.1-8B-Instruct,
bxod/Llama-3.2-1B-Instruct-uz,unsloth/Qwen2.5-0.5B-Instruct,
bxod/Llama-3.2-1B-Instruct-uz,unsloth/Qwen2.5-1.5B,
bxod/Llama-3.2-1B-Instruct-uz,unsloth/Qwen2.5-1.5B-Instruct,
bxod/Llama-3.2-1B-Instruct-uz,unsloth/Qwen2.5-Math-1.5B,
chatitcloud/UZI1,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
chatitcloud/UZI1,continuedev/instinct,
chatitcloud/UZI1,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
chatitcloud/UZI1,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
chatitcloud/UZI1,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
chatitcloud/UZI1,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,
chatitcloud/UZI1,deepseek-ai/deepseek-coder-1.3b-base,
chatitcloud/UZI1,dicta-il/dictalm2.0,
chatitcloud/UZI1,dnotitia/Smoothie-Qwen3-1.7B,
chatitcloud/UZI1,dphn/Dolphin3.0-Llama3.1-8B,
chatitcloud/UZI1,elyza/Llama-3-ELYZA-JP-8B,
chatitcloud/UZI1,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
chatitcloud/UZI1,fblgit/UNA-TheBeagle-7b-v1,
chatitcloud/UZI1,flemmingmiguel/MBX-7B-v3,
chatitcloud/UZI1,fluently/FluentlyQwen3-1.7B,
chatitcloud/UZI1,google/gemma-2-2b-it,11.0
chatitcloud/UZI1,google/gemma-2-2b-jpn-it,12.0
chatitcloud/UZI1,google/gemma-2b-it,11.0
chatitcloud/UZI1,google/gemma-3-1b-it,12.0
chatitcloud/UZI1,google/gemma-3-1b-pt,11.0
chatitcloud/UZI1,google/gemma-3-270m,1.0
chatitcloud/UZI1,google/gemma-3-4b-it,12.0
chatitcloud/UZI1,google/gemma-3-4b-pt,11.0
chatitcloud/UZI1,gradientai/Llama-3-8B-Instruct-262k,
chatitcloud/UZI1,huihui-ai/Huihui-Jan-v1-4B-abliterated,
chatitcloud/UZI1,inference-net/Schematron-3B,
chatitcloud/UZI1,janhq/Jan-v1-4B,
chatitcloud/UZI1,janhq/Jan-v1-edge,
chatitcloud/UZI1,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,
chatitcloud/UZI1,kevin009/llamaRAGdrama,
chatitcloud/UZI1,lmsys/vicuna-7b-v1.1,
chatitcloud/UZI1,lmsys/vicuna-7b-v1.5,
chatitcloud/UZI1,lmsys/vicuna-7b-v1.5-16k,
chatitcloud/UZI1,meta-llama/Llama-3.1-8B-Instruct,
chatitcloud/UZI1,meta-llama/Llama-3.2-1B-Instruct,
chatitcloud/UZI1,meta-llama/Llama-3.2-3B-Instruct,
chatitcloud/UZI1,meta-llama/Llama-Guard-3-8B,
chatitcloud/UZI1,meta-llama/Llama-3.1-8B,
chatitcloud/UZI1,microsoft/UserLM-8b,
chatitcloud/UZI1,mistralai/Mistral-7B-Instruct-v0.1,
chatitcloud/UZI1,mistralai/Mistral-7B-v0.1,
chatitcloud/UZI1,mlabonne/Beagle14-7B,
chatitcloud/UZI1,mlabonne/Marcoro14-7B-slerp,
chatitcloud/UZI1,mlabonne/NeuralBeagle14-7B,
chatitcloud/UZI1,mlabonne/OmniBeagle-7B,
chatitcloud/UZI1,nvidia/Llama-3.1-8B-Instruct-FP8,
chatitcloud/UZI1,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
chatitcloud/UZI1,nvidia/OpenCodeReasoning-Nemotron-7B,
chatitcloud/UZI1,nvidia/OpenMath-Nemotron-1.5B,
chatitcloud/UZI1,nvidia/OpenMath2-Llama3.1-8B,
chatitcloud/UZI1,nvidia/OpenReasoning-Nemotron-1.5B,
chatitcloud/UZI1,shadowml/BeagSake-7B,
chatitcloud/UZI1,shadowml/BeagleSempra-7B,
chatitcloud/UZI1,shadowml/WestBeagle-7B,
chatitcloud/UZI1,swiss-ai/Apertus-8B-2509,
chatitcloud/UZI1,unsloth/Llama-3.1-8B,
chatitcloud/UZI1,unsloth/Llama-3.2-1B-Instruct,
chatitcloud/UZI1,unsloth/Llama-3.2-3B-Instruct,
chatitcloud/UZI1,unsloth/Meta-Llama-3.1-8B-Instruct,
chatitcloud/UZI1,unsloth/Qwen2.5-0.5B-Instruct,
chatitcloud/UZI1,unsloth/Qwen2.5-1.5B,
chatitcloud/UZI1,unsloth/Qwen2.5-1.5B-Instruct,
chatitcloud/UZI1,unsloth/Qwen2.5-Math-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,continuedev/instinct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,deepseek-ai/deepseek-coder-1.3b-base,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,dicta-il/dictalm2.0,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,dnotitia/Smoothie-Qwen3-1.7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,dphn/Dolphin3.0-Llama3.1-8B,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,elyza/Llama-3-ELYZA-JP-8B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,fblgit/UNA-TheBeagle-7b-v1,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,flemmingmiguel/MBX-7B-v3,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,fluently/FluentlyQwen3-1.7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-2-2b-it,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-2-2b-jpn-it,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-2b-it,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-3-1b-it,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-3-1b-pt,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-3-270m,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-3-4b-it,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-3-4b-pt,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,gradientai/Llama-3-8B-Instruct-262k,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,huihui-ai/Huihui-Jan-v1-4B-abliterated,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,inference-net/Schematron-3B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,janhq/Jan-v1-4B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,janhq/Jan-v1-edge,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,kevin009/llamaRAGdrama,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,lmsys/vicuna-7b-v1.1,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,lmsys/vicuna-7b-v1.5,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,lmsys/vicuna-7b-v1.5-16k,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.1-8B-Instruct,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.2-1B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.2-3B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-Guard-3-8B,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.1-8B,1.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,microsoft/UserLM-8b,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mistralai/Mistral-7B-Instruct-v0.1,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mistralai/Mistral-7B-v0.1,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mlabonne/Beagle14-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mlabonne/Marcoro14-7B-slerp,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mlabonne/NeuralBeagle14-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mlabonne/OmniBeagle-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/Llama-3.1-8B-Instruct-FP8,3.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenCodeReasoning-Nemotron-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenMath-Nemotron-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenMath2-Llama3.1-8B,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenReasoning-Nemotron-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,shadowml/BeagSake-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,shadowml/BeagleSempra-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,shadowml/WestBeagle-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,swiss-ai/Apertus-8B-2509,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Llama-3.1-8B,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Llama-3.2-1B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Llama-3.2-3B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Meta-Llama-3.1-8B-Instruct,3.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-0.5B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-1.5B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-Math-1.5B,
continuedev/instinct,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,4.0
continuedev/instinct,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
continuedev/instinct,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,12.0
continuedev/instinct,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,12.0
continuedev/instinct,deepseek-ai/deepseek-coder-1.3b-base,
continuedev/instinct,dicta-il/dictalm2.0,
continuedev/instinct,dnotitia/Smoothie-Qwen3-1.7B,14.0
continuedev/instinct,dphn/Dolphin3.0-Llama3.1-8B,
continuedev/instinct,elyza/Llama-3-ELYZA-JP-8B,
continuedev/instinct,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
continuedev/instinct,fblgit/UNA-TheBeagle-7b-v1,
continuedev/instinct,flemmingmiguel/MBX-7B-v3,
continuedev/instinct,fluently/FluentlyQwen3-1.7B,14.0
continuedev/instinct,google/gemma-2-2b-it,
continuedev/instinct,google/gemma-2-2b-jpn-it,
continuedev/instinct,google/gemma-2b-it,
continuedev/instinct,google/gemma-3-1b-it,
continuedev/instinct,google/gemma-3-1b-pt,
continuedev/instinct,google/gemma-3-270m,
continuedev/instinct,google/gemma-3-4b-it,
continuedev/instinct,google/gemma-3-4b-pt,
continuedev/instinct,gradientai/Llama-3-8B-Instruct-262k,
continuedev/instinct,huihui-ai/Huihui-Jan-v1-4B-abliterated,14.0
continuedev/instinct,inference-net/Schematron-3B,
continuedev/instinct,janhq/Jan-v1-4B,13.0
continuedev/instinct,janhq/Jan-v1-edge,14.0
continuedev/instinct,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,3.0
continuedev/instinct,kevin009/llamaRAGdrama,
continuedev/instinct,lmsys/vicuna-7b-v1.1,
continuedev/instinct,lmsys/vicuna-7b-v1.5,
continuedev/instinct,lmsys/vicuna-7b-v1.5-16k,
continuedev/instinct,meta-llama/Llama-3.1-8B-Instruct,
continuedev/instinct,meta-llama/Llama-3.2-1B-Instruct,
